0,1
"('ecoinvent-3.4-biosphere', '10f2525f-b35b-4d8a-ad99-03acf1afce6b')","Radiation, electromagnetic"
"('ecoinvent-3.4-biosphere', 'eeb6beba-20d3-4edc-b356-be730db4aadb')",Barium-140
"('ecoinvent-3.4-biosphere', '618c3a74-5b36-4d8a-b94f-26b8270448f8')",Iodine-131
"('ecoinvent-3.4-biosphere', '9197fa8a-1f9a-427b-91d3-113260ae6eb1')","Transformation, to seabed, natural (non-use)"
"('ecoinvent-3.4-biosphere', '03964ba4-c637-480e-af78-6bb46e9dac37')",Curium alpha
"('ecoinvent-3.4-biosphere', '211de86f-2e82-4a7a-acdb-0b72232f1fa3')","Transformation, from urban/industrial fallow (non-use)"
"('ecoinvent-3.4-biosphere', '08ebf986-d40a-4538-8aa7-21da2f99edf7')",Thorium-232
"('ecoinvent-3.4-biosphere', '3ed5f377-344f-423a-b5ec-9a9a1162b944')","Gas, mine, off-gas, process, coal mining"
"('ecoinvent-3.4-biosphere', '2925111b-3464-4e34-9d02-b73c1c033e91')","Occupation, forest, extensive"
"('ecoinvent-3.4-biosphere', 'c14ea750-4a9f-41fa-bcc1-4a1d84466f43')","Occupation, river, artificial"
"('ecoinvent-3.4-biosphere', '02703daf-fde4-489a-b7e5-523e46151312')","Actinides, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', 'fe85df5c-5587-4a5f-a33b-c6e2b240e238')",Xenon-133
"('ecoinvent-3.4-biosphere', '22d1736f-baa9-481e-9583-42654a6a7c26')",Thorium-230
"('ecoinvent-3.4-biosphere', 'e70d3563-78c4-42cf-8cf3-5ac42c499589')",Radon-220
"('ecoinvent-3.4-biosphere', '6d8bddf2-fb89-466b-bbb5-0a3b4ee5df81')",Polonium-210
"('ecoinvent-3.4-biosphere', 'fd000a8d-2e90-4042-b148-cfb6bdfbbff5')",Cesium-136
"('ecoinvent-3.4-biosphere', 'cb3265f8-49a0-4b09-9bd9-c374370c4cc4')",Radon-222
"('ecoinvent-3.4-biosphere', '8b2d16fd-5147-4382-afbc-3a7ed73a4f82')",Uranium alpha
"('ecoinvent-3.4-biosphere', '897ec6a5-af78-453f-abdf-32233d0a30bf')",Iodine-131
"('ecoinvent-3.4-biosphere', '2c9e7fba-dd57-4294-8a5e-2aa489930f69')",Silver-110
"('ecoinvent-3.4-biosphere', '76e1a3ec-8bf5-4eae-92f0-1020ccd46e61')","Occupation, seabed, natural (non-use)"
"('ecoinvent-3.4-biosphere', 'a50b408b-d437-44f8-b1db-d75be4d3f22b')",Uranium-235
"('ecoinvent-3.4-biosphere', 'ef049021-80ac-4f0f-aae8-eccf398a1af5')",Plutonium-241
"('ecoinvent-3.4-biosphere', 'c991a302-884f-4882-a094-e1b8f1d4c6b0')","Occupation, bare area (non-use)"
"('ecoinvent-3.4-biosphere', '58a92690-aa80-4d3c-9443-9b48daa2daa4')",Americium-241
"('ecoinvent-3.4-biosphere', '91861063-1826-4860-9957-7c5bde5817a6')",Salt water (obsolete)
"('ecoinvent-3.4-biosphere', 'f7007d99-8704-476c-8c49-4e6dc18931a6')",Yttrium-90
"('ecoinvent-3.4-biosphere', '68bdd315-335b-406b-ab7d-beefca01768a')",Krypton-87
"('ecoinvent-3.4-biosphere', '4944a14b-bbca-4a94-9a77-73f6832b9625')",Antimony-122
"('ecoinvent-3.4-biosphere', '8dc9b69a-4224-4588-be09-6dd1e52ba3f0')",Yttrium-90
"('ecoinvent-3.4-biosphere', '41f8e37d-b842-4d30-a23c-c938e70a4659')",Xenon-135m
"('ecoinvent-3.4-biosphere', '16ff2790-3c88-4761-bb09-b91d981d2c30')",Antimony-125
"('ecoinvent-3.4-biosphere', '7464da86-f239-4bef-a778-04d5818bb956')","Transformation, to pasture, man made, extensive"
"('ecoinvent-3.4-biosphere', '0c5de0d2-eb1e-4afe-a8de-b600d899516f')",Cesium-137
"('ecoinvent-3.4-biosphere', 'c1666cdb-dfd8-4060-9e2a-3ded00878a2d')",Cerium-141
"('ecoinvent-3.4-biosphere', '1a568858-efa8-4c2a-b46e-82b6e66b6072')","Transformation, to dump site, sanitary landfill"
"('ecoinvent-3.4-biosphere', 'd585d599-05f1-47ff-8c41-790f51830b9b')","Transformation, from permanent crop, irrigated, intensive"
"('ecoinvent-3.4-biosphere', '6fd55524-c309-4eb8-bff6-9c606e3a82d7')",Radon-222
"('ecoinvent-3.4-biosphere', '6d3849fb-dbf1-40cf-905e-ba11be1ba9f4')",Tellurium-132
"('ecoinvent-3.4-biosphere', '2c86a9d8-2cd6-409a-8e5c-86fc3b52bf97')",Chromium-51
"('ecoinvent-3.4-biosphere', '994d61de-fbb0-4187-a4d4-b11c3c2b9102')","Transformation, to forest, intensive"
"('ecoinvent-3.4-biosphere', '1896b498-8d13-4f58-8c17-21fe57740158')","Occupation, permanent crop, irrigated"
"('ecoinvent-3.4-biosphere', '3f206533-f017-4d74-8a2d-e563af85d417')",Barium-140
"('ecoinvent-3.4-biosphere', '5aa8cb32-2784-46a4-8383-9cf89ce6bac1')",Xenon-135m
"('ecoinvent-3.4-biosphere', '7c337428-fb1b-45c7-bbb2-2ee4d29e17ba')","Gas, natural, in ground"
"('ecoinvent-3.4-biosphere', '090e9aa9-a9a9-4878-9634-3ad0ba7fbc91')","Transformation, to river, artificial"
"('ecoinvent-3.4-biosphere', '38e5e4ff-5bf1-4337-a314-737bd7ce7cdb')",Yttrium-90
"('ecoinvent-3.4-biosphere', '87e68018-eac4-4935-9d0b-a61d4be6f147')",Silver-110
"('ecoinvent-3.4-biosphere', '42901ad7-4be5-47d9-82cd-380ca34281c1')",Cesium-137
"('ecoinvent-3.4-biosphere', '58fabee9-b4b6-48ee-857a-e16ed31bb354')","Hydrogen-3, Tritium"
"('ecoinvent-3.4-biosphere', '8d467324-fa7b-42d5-bee1-6cc260e71693')",Chromium-51
"('ecoinvent-3.4-biosphere', '10ebc72c-2c4b-45ea-abd8-cb7fe0805883')","Transformation, from annual crop, irrigated, intensive"
"('ecoinvent-3.4-biosphere', '7af0b1a6-2e8f-407a-8ac7-b02a2023155b')","Occupation, seabed, unspecified"
"('ecoinvent-3.4-biosphere', '46cfaeaf-f124-409f-998d-47b159051cec')","Transformation, to unspecified, natural (non-use)"
"('ecoinvent-3.4-biosphere', 'd2643677-b96c-4aec-a687-b5b2d4ba9368')",Manganese-54
"('ecoinvent-3.4-biosphere', '429b04bf-fbdb-4416-b5b8-aa2d0e202a98')",Krypton-85
"('ecoinvent-3.4-biosphere', '400330af-871b-4e34-b5cd-4a34eda6fc40')",Iron-59
"('ecoinvent-3.4-biosphere', 'eea0ae1c-7a64-481c-a24d-fb6a3b8c5290')",Iodine-131
"('ecoinvent-3.4-biosphere', 'ffbe8447-6d78-46dd-8378-47019a82ce82')",Thorium-232
"('ecoinvent-3.4-biosphere', 'e7edd471-6c72-42b0-8c2b-8dc9f1959c63')",Argon-41
"('ecoinvent-3.4-biosphere', 'de9ce04f-b751-484f-a8a2-740d98138bf6')",Tellurium-123m
"('ecoinvent-3.4-biosphere', '0267272f-ea07-498a-9723-43583f115b46')",Protactinium-234
"('ecoinvent-3.4-biosphere', '2cfc5ba4-3db2-4193-9e81-b61e75ba1706')",Lead-210
"('ecoinvent-3.4-biosphere', 'a385870b-a14e-4fc1-a8e9-4d37257bf970')","Noble gases, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', '831f249e-53f2-49cf-a93c-7cee105f048e')","Water, unspecified natural origin"
"('ecoinvent-3.4-biosphere', '672719d0-6686-4b8e-891c-0f90e5fd8667')",Curium-242
"('ecoinvent-3.4-biosphere', 'f14b59ff-d438-442d-8bad-b53694b8263a')",Water
"('ecoinvent-3.4-biosphere', 'b25f5005-10df-4c06-ae4c-ddad7bc04e7e')",Iron-59
"('ecoinvent-3.4-biosphere', 'bd234138-8835-43c4-837b-4b8614bdfa69')",Technetium-99m
"('ecoinvent-3.4-biosphere', 'bfc66f26-0b11-4e6e-9e8c-2bfde24dc23c')",Carbon-14
"('ecoinvent-3.4-biosphere', '3d3321d4-8082-4e31-a4be-6c9789f8701d')","Heat, waste"
"('ecoinvent-3.4-biosphere', '22798ed2-c8bb-42d5-8d7c-8e3b14d3bc3e')",Ruthenium-103
"('ecoinvent-3.4-biosphere', 'b5eb4783-f470-4bf5-800f-7e12ada63c1d')",Technetium-99m
"('ecoinvent-3.4-biosphere', 'c05a4d81-570d-4393-8dc7-f0fdf06094a0')",Cobalt-58
"('ecoinvent-3.4-biosphere', '51254820-3456-4373-b7b4-056cf7b16e01')",Water
"('ecoinvent-3.4-biosphere', '17a5a406-333f-4b9e-8852-c2de50bc9585')","Transformation, from shrub land, sclerophyllous"
"('ecoinvent-3.4-biosphere', '101f15ac-0698-49dd-b177-471a813ef78e')","Transformation, from annual crop, greenhouse"
"('ecoinvent-3.4-biosphere', '9ca5a400-6313-491f-a72a-8f36d8230944')",Net tax
"('ecoinvent-3.4-biosphere', '4233a269-e2a4-4029-b8d5-60be44815587')",Cesium-134
"('ecoinvent-3.4-biosphere', '06449f0f-08af-4ca6-8c23-afd06c887810')",Niobium-95
"('ecoinvent-3.4-biosphere', '81e07a67-28e0-4392-a553-d86e54a9b8a9')","Occupation, arable, reduced tillage (obsolete)"
"('ecoinvent-3.4-biosphere', 'a69a8754-58be-4460-9363-60bc3c84894e')",Cerium-144
"('ecoinvent-3.4-biosphere', 'e00fd1b8-6eb9-43c2-b6b1-2f6a7d37f981')",Barium-140
"('ecoinvent-3.4-biosphere', 'c4a82f46-381f-474c-a362-3363064b9c33')","Occupation, annual crop, irrigated"
"('ecoinvent-3.4-biosphere', '54dfbd2f-8218-4f2f-87f8-d928d8056e8e')","Occupation, wetland, coastal (non-use)"
"('ecoinvent-3.4-biosphere', 'd566d1cb-8e97-40a2-84a1-98f558ecd941')",Potassium-40
"('ecoinvent-3.4-biosphere', 'fe9552bd-49c9-4e37-8c13-eeee4ddb8e34')",Cesium-134
"('ecoinvent-3.4-biosphere', '76c531f2-f8bd-412a-a38e-dee955cce8f2')",Strontium-90
"('ecoinvent-3.4-biosphere', '9a12a4c4-c03e-43fb-a448-4d911f539e64')",Manganese-54
"('ecoinvent-3.4-biosphere', '817ebb8a-027d-4e4f-89c1-fe5548abcd0b')","Occupation, snow and ice (non-use)"
"('ecoinvent-3.4-biosphere', 'dfffbe78-8173-4059-b3d8-a34b602d3eaa')",Potassium-40
"('ecoinvent-3.4-biosphere', '902b7ebc-68a8-4dd3-b67a-6087db8c0971')","Hydrogen-3, Tritium"
"('ecoinvent-3.4-biosphere', 'acb9b748-3464-4c0d-9055-639c420e4dc3')",Net operating surplus
"('ecoinvent-3.4-biosphere', 'f8ba8266-7f00-47b8-9ef0-bc81a8728d09')","Occupation, lake, natural (non-use)"
"('ecoinvent-3.4-biosphere', '43efdef0-6157-4436-8a23-2f50ac3c6fc2')",Tellurium-123m
"('ecoinvent-3.4-biosphere', '57c71b25-4663-4fad-9167-7ce5be3e8268')","Energy, kinetic (in wind), converted"
"('ecoinvent-3.4-biosphere', '033fb239-a6c7-4486-9f92-f5a80b346778')",Cobalt-58
"('ecoinvent-3.4-biosphere', '356c6086-4835-4a0d-b1f2-10f8b6656d23')",Lead-210
"('ecoinvent-3.4-biosphere', '9b2f96e6-564c-4fdb-ace4-077b2d2fd132')",Thorium-230
"('ecoinvent-3.4-biosphere', 'bac00b68-32e7-4f0b-8319-fc36fe9dcd1c')",Xenon-131m
"('ecoinvent-3.4-biosphere', '69ec5008-2c7e-408f-ac10-a31e07ded999')","Transformation, to annual crop, flooded crop"
"('ecoinvent-3.4-biosphere', '90a5a447-af6f-421a-8201-011f07ad1150')","Transformation, to dump site"
"('ecoinvent-3.4-biosphere', '80d316d2-631d-4642-8100-28aa63ec7a79')",Thorium-234
"('ecoinvent-3.4-biosphere', '392a6b72-ff68-44ab-9d43-84295ddc307b')",Cadmium-109
"('ecoinvent-3.4-biosphere', '284a896f-2aca-496e-9ab2-845525fbbc53')",Carbon-14
"('ecoinvent-3.4-biosphere', 'c52555d3-077e-4970-9089-f5d30ab1212e')",Potassium-40
"('ecoinvent-3.4-biosphere', '7c44db6f-bf0e-4a63-bd94-d376ec941786')",Xenon-138
"('ecoinvent-3.4-biosphere', 'de22459f-2b91-43a1-8c53-c89ddbe2c64c')",Thorium-232
"('ecoinvent-3.4-biosphere', '16d7b9bd-003a-493b-8b98-b6986d3cae24')",Americium-241
"('ecoinvent-3.4-biosphere', '629ffbca-ca71-4e4b-a006-ca9bdd9cd1df')","Water, salt, ocean"
"('ecoinvent-3.4-biosphere', '0b316831-20fd-4f73-bfcf-c19e3485fc1f')",Lead-210
"('ecoinvent-3.4-biosphere', 'e43640a9-526c-42bd-86e5-4425c9e239ed')",Iron-59
"('ecoinvent-3.4-biosphere', 'a9e65945-a4dd-42c2-89cf-81ad2eb6b0fd')",Cesium-137
"('ecoinvent-3.4-biosphere', '19256c0f-bea8-4e61-9499-8cc2f84953f8')",Carbon-14
"('ecoinvent-3.4-biosphere', '55beee8d-d04e-4307-bb0e-4e113dc07ee7')","Transformation, to urban, discontinuously built"
"('ecoinvent-3.4-biosphere', 'c3669e9f-cbb6-44cf-b6f8-b0779b92e2bd')",Tellurium-132
"('ecoinvent-3.4-biosphere', '190d9910-5d04-4c97-abea-3b39682b7ed6')","Occupation, urban, green area"
"('ecoinvent-3.4-biosphere', 'a3102816-c649-4240-b0d1-0e60b08371ec')",Americium-241
"('ecoinvent-3.4-biosphere', '8bbe0b4c-5c9c-4959-a878-572f680e428d')",Cesium-137
"('ecoinvent-3.4-biosphere', '89ee008f-477e-4580-bd8e-8bf50fc9e080')",Curium alpha
"('ecoinvent-3.4-biosphere', '2f1e926a-ec96-432b-b2a6-bd5e3de2ff87')","Transformation, to arable land, unspecified use"
"('ecoinvent-3.4-biosphere', '97596ee2-074c-4d93-84b3-9eeae7e0475e')",Plutonium-241
"('ecoinvent-3.4-biosphere', '714732d3-61e1-4bad-a4e3-a4f3573d8bc6')",Thorium-228
"('ecoinvent-3.4-biosphere', '954f7083-c85d-428f-af32-177be2e25ac9')",Technetium-99m
"('ecoinvent-3.4-biosphere', '00907a61-b501-4f47-b688-1dc2b51d48c1')","Transformation, from traffic area, road network"
"('ecoinvent-3.4-biosphere', 'e9633b45-9a6e-4d43-8c5e-4d59377bfe32')",Krypton-89
"('ecoinvent-3.4-biosphere', '09257283-72d9-4d13-838b-ee7f28e6d146')",Radium-228
"('ecoinvent-3.4-biosphere', 'dec2d31c-00b1-454a-9b2a-37875c0af04a')",Niobium-95
"('ecoinvent-3.4-biosphere', '01d052a5-9c4b-4c3a-8593-2e651c0a5bdf')",Zinc-65
"('ecoinvent-3.4-biosphere', '168746ee-b79e-47d6-951e-b085e7e7130b')",Krypton-85m
"('ecoinvent-3.4-biosphere', 'f81d8b52-b588-45d6-ba49-e7d53ade5bb5')",Polonium-210
"('ecoinvent-3.4-biosphere', '4f46f2a8-545c-44d8-a40d-3e49571dcd51')",Krypton-85
"('ecoinvent-3.4-biosphere', 'e5824519-f945-4b2c-a81b-677290021b8a')","Occupation, inland waterbody, unspecified"
"('ecoinvent-3.4-biosphere', '21ada84c-f5c9-49cc-9df1-0ca996091370')",Promethium-147
"('ecoinvent-3.4-biosphere', '9b20a822-25a5-4edf-8eff-a3bd963c9577')",Radium-224
"('ecoinvent-3.4-biosphere', 'c8dd5128-8a14-41c8-abab-7112ce115f94')",Silver-110
"('ecoinvent-3.4-biosphere', 'e0072fbb-8008-45b7-af36-834606d58cfe')",Curium-242
"('ecoinvent-3.4-biosphere', '1329e7f0-ff40-45e2-8e46-a2192b87e407')",Silver-110
"('ecoinvent-3.4-biosphere', '26efe47c-92a5-4dea-b4d0-eac13e418a58')","Occupation, traffic area, road network"
"('ecoinvent-3.4-biosphere', 'fabbb533-f106-4786-aefc-f5ecaed20262')","Transformation, from annual crop, irrigated, extensive"
"('ecoinvent-3.4-biosphere', '41e246e0-9011-4749-8eb0-8b4e31ed1ec2')",Lanthanum-140
"('ecoinvent-3.4-biosphere', 'aa784c1b-0d0b-4c69-b631-b045d6ee61af')","Transformation, to permanent crop, non-irrigated, intensive"
"('ecoinvent-3.4-biosphere', 'ab9983bf-92f0-4e39-81b2-09c874a002cc')",Uranium-238
"('ecoinvent-3.4-biosphere', '8c75e7ab-8ab8-41e4-b394-c166ff5b050d')","Water, river"
"('ecoinvent-3.4-biosphere', 'fe7cb994-f3bb-41aa-84ad-5c59290af14a')",Americium-241
"('ecoinvent-3.4-biosphere', '8bc09c04-2190-4ee2-9ee2-ae988ccd4e0c')","Energy, geothermal, converted"
"('ecoinvent-3.4-biosphere', '2e52cbfa-94d7-432b-892f-431daa71a6ef')","Transformation, to annual crop, non-irrigated, intensive"
"('ecoinvent-3.4-biosphere', '28955c40-9925-47d2-9770-dc18a4bba82a')",Manganese-54
"('ecoinvent-3.4-biosphere', 'd1679eda-eac2-4be4-876f-3be480c53dc4')",Radium-226
"('ecoinvent-3.4-biosphere', '973a9d4f-d754-4c6f-9da3-351c0981eeb3')",Yttrium-90
"('ecoinvent-3.4-biosphere', '46a7d92e-523c-430c-a5ec-ee9e8a34c09c')",Ruthenium-106
"('ecoinvent-3.4-biosphere', 'e51e73a4-bc86-40a4-bdf7-83192b3618a3')",Silver-110
"('ecoinvent-3.4-biosphere', '4ea9bb4f-e4ab-45d7-beb5-dc07fc1c685a')",Radium-228
"('ecoinvent-3.4-biosphere', '79238018-8ec1-4615-9469-2b0df95a43c3')","Water, salt, sole"
"('ecoinvent-3.4-biosphere', 'c377b25d-c52c-4b0f-aa2a-8c51ff1dab31')","Heat, waste"
"('ecoinvent-3.4-biosphere', '3c5a2d44-0206-427c-b34e-3b871077bd40')",Uranium-238
"('ecoinvent-3.4-biosphere', '2e18b480-7449-4800-85bd-c8ad0e649c03')","Aerosols, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', '7069a2cd-257a-4a29-b10f-1e21ed853709')",Potassium-40
"('ecoinvent-3.4-biosphere', '41608b3b-1057-4205-a0bc-0618e5af7e1b')","Radioactive species, alpha emitters"
"('ecoinvent-3.4-biosphere', '495ff166-ce60-44d8-88d2-60d5c891e643')",Strontium-89
"('ecoinvent-3.4-biosphere', '788c0461-92d9-4a39-b89b-e3c42a5c68ae')",Radium-226
"('ecoinvent-3.4-biosphere', '93ac2969-a4e9-49b5-8b97-5cbc6b9b2601')","Transformation, to permanent crop, irrigated, intensive"
"('ecoinvent-3.4-biosphere', '86ca2828-78b4-40f2-ad29-b80c4fd7a7d3')",Cadmium-109
"('ecoinvent-3.4-biosphere', '707e1c56-a4ef-446a-b9cb-6fd7828b9f9f')",Uranium-238
"('ecoinvent-3.4-biosphere', '898c1c27-5cc0-4713-89f6-1ab864aadc44')",Thorium-234
"('ecoinvent-3.4-biosphere', '3f8e24d7-3d44-4a47-870f-9e3e74decca4')","Transformation, to permanent crop, non-irrigated"
"('ecoinvent-3.4-biosphere', '6f020607-b818-408d-a4b0-2c6465a6826d')",Cerium-144
"('ecoinvent-3.4-biosphere', '171528d9-6a7b-41cb-8c4c-60d2ad0955a1')",Molybdenum-99
"('ecoinvent-3.4-biosphere', '26997b2a-7acf-445b-b07e-d6736fd4ac81')","Radiation, electromagnetic"
"('ecoinvent-3.4-biosphere', '47367f49-cc19-46a1-9b51-c7ceed075bff')",Ruthenium-106
"('ecoinvent-3.4-biosphere', '19ff96c2-6796-44e3-ab85-3635e8cb7e89')",Iodine-131
"('ecoinvent-3.4-biosphere', '1e725387-0874-4acb-b026-11b30d76af56')","Transformation, to lake, natural (non-use)"
"('ecoinvent-3.4-biosphere', '62b1a76d-22be-4076-ab47-58597e621ea3')",Cesium-137
"('ecoinvent-3.4-biosphere', '2eb231c3-447f-42e3-bcb6-fdcbdb8ee915')",Radium-226
"('ecoinvent-3.4-biosphere', 'cd13af82-bcbf-4c27-bbf5-f07ed38b6294')","Radioactive species, from fission and activation"
"('ecoinvent-3.4-biosphere', 'd4e0a632-ee78-49c4-8547-ccee3e85c4cb')",Uranium alpha
"('ecoinvent-3.4-biosphere', 'a04ea618-06a0-45b4-b116-a49603ba70ea')",Manganese-54
"('ecoinvent-3.4-biosphere', '7966394e-6a5b-4069-97a1-1b99f8b7bcb0')","Heat, waste"
"('ecoinvent-3.4-biosphere', 'b6dcefd8-3848-4338-9c3e-fe6e91f20937')","Transformation, from industrial area"
"('ecoinvent-3.4-biosphere', 'b75f79bc-df8b-4161-8091-b65bcd9a8ef8')",Thorium-230
"('ecoinvent-3.4-biosphere', '851041af-3457-4462-96c0-3ba64f8e112d')",Cerium-144
"('ecoinvent-3.4-biosphere', '27d2b49d-9ecb-4b0a-80dc-9c6598464c6a')",Thorium-228
"('ecoinvent-3.4-biosphere', '701bb0ed-ad5e-4628-ac7d-99baa8c5d650')",Zirconium-95
"('ecoinvent-3.4-biosphere', 'ab9fef9d-1b47-4d79-a28a-0132dfa18020')",Iodine-131
"('ecoinvent-3.4-biosphere', '00e73fdb-98df-4a03-8290-79931cddfd12')",Lead-210
"('ecoinvent-3.4-biosphere', 'f707adbb-1784-42ec-8970-6efa10cd790e')",Lead-210
"('ecoinvent-3.4-biosphere', '13738d15-2256-40f6-99da-d802e5f4c747')",Polonium-210
"('ecoinvent-3.4-biosphere', '84b65d8f-2edd-4ddd-8f68-ca28d1c681b0')","Transformation, to lake, artificial"
"('ecoinvent-3.4-biosphere', '8653eab9-c010-4d0b-ae9f-71694cb5291f')",Krypton-85
"('ecoinvent-3.4-biosphere', 'fef20853-5b12-4b7f-8228-0dcbe0baba1c')","Noble gases, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', 'dfcd04d5-e7d9-4965-b62a-f272f40831f1')",Radium-226
"('ecoinvent-3.4-biosphere', '07f704a2-2746-4364-bcfd-606cefc30715')","Heat, waste"
"('ecoinvent-3.4-biosphere', '74a0aabb-e11b-4f3b-8921-45e447b33393')",Radium-226
"('ecoinvent-3.4-biosphere', '22a580a0-6674-4502-8a1c-b8ef9398a1db')",Strontium-89
"('ecoinvent-3.4-biosphere', '7b836e07-985e-4962-8835-dc378299b12f')",Krypton-88
"('ecoinvent-3.4-biosphere', '4ed0d428-ca56-4356-accf-4e18d4ea1d77')",Thorium-228
"('ecoinvent-3.4-biosphere', '60152e95-1e70-4a32-907e-34c13cc3c616')",Ruthenium-106
"('ecoinvent-3.4-biosphere', '9c26300a-06dd-4a68-a6d2-ce876dc07e14')",Potassium-40
"('ecoinvent-3.4-biosphere', '902b828c-5b1f-4a1b-ad0f-d795eaaf067c')","Transformation, from seabed, drilling and mining"
"('ecoinvent-3.4-biosphere', '9fb84b6b-8396-4190-80f0-fc8cbc97b107')",Neptunium-237
"('ecoinvent-3.4-biosphere', 'cf4eaf0f-9f17-4a0f-b42d-bb068c73c706')",Iodine-133
"('ecoinvent-3.4-biosphere', 'b4024357-ed17-4b19-9382-91815e67f62b')",Cobalt-60
"('ecoinvent-3.4-biosphere', '7a832300-1384-4b6b-aee0-598b30763d03')","Radioactive species, from fission and activation"
"('ecoinvent-3.4-biosphere', '5e09ac47-20a5-46d5-a360-60586cf30478')",Cesium-134
"('ecoinvent-3.4-biosphere', '14cf8478-945a-47c6-91b2-f1f8293549b2')",Cobalt-60
"('ecoinvent-3.4-biosphere', 'ebb16be1-8db3-42a2-8123-418787422cfe')","Transformation, to seabed, unspecified"
"('ecoinvent-3.4-biosphere', '134ec0d7-3701-473c-a1a1-1982fd48ef4d')","Hydrogen-3, Tritium"
"('ecoinvent-3.4-biosphere', 'd0bb3bc2-13e8-422e-acf0-ee5cc1e5e7be')","Actinides, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', '43b60c00-8156-49a1-9a9d-f68ccca0d000')","Radioactive species, alpha emitters"
"('ecoinvent-3.4-biosphere', 'e8c62990-85c7-4f16-ab5f-76a5fc28a2a5')","Radioactive species, Nuclides, unspecified"
"('ecoinvent-3.4-biosphere', '020182dd-907f-4a99-b1f7-f28aae3d11ef')",Polonium-210
"('ecoinvent-3.4-biosphere', '532d8b1e-14aa-45df-8f89-dd749c83635f')",Thorium-232
"('ecoinvent-3.4-biosphere', 'a42347d2-09f1-405e-95dd-bf6ac03765d8')","Transformation, to traffic area, road network"
"('ecoinvent-3.4-biosphere', '47a8b1b4-d9f3-4dee-b47a-dac7e75cccbc')","Radioactive species, Nuclides, unspecified"
"('ecoinvent-3.4-biosphere', 'f9075059-92a7-4056-aece-d85a8bd6b2b9')",Sodium-24
"('ecoinvent-3.4-biosphere', '8cd82962-d90f-409a-b3c1-961d5365d338')",Antimony-124
"('ecoinvent-3.4-biosphere', '23e83c1f-07c9-4b5f-a898-0f4f09a6691f')","Wood, unspecified, standing"
"('ecoinvent-3.4-biosphere', '6e21027e-bc01-497d-a93a-677ac5a23b31')",Iron-59
"('ecoinvent-3.4-biosphere', '4eb24f81-0468-4b92-bae3-8b12dfc90438')",Thorium-230
"('ecoinvent-3.4-biosphere', '7b8fc21a-ef18-4dfc-a261-ad68a2f1ebb5')",Plutonium-alpha
"('ecoinvent-3.4-biosphere', 'dca43ede-b779-47a7-b2e7-cb4e7b12c3da')","Heat, waste"
"('ecoinvent-3.4-biosphere', 'c12ed8b5-8452-43ca-9986-a814e908e792')","Transformation, from grassland, natural, for livestock grazing"
"('ecoinvent-3.4-biosphere', '03606bd1-8f71-4667-9b93-4f5e3b28249e')",Carbon-14
"('ecoinvent-3.4-biosphere', '16e15fb4-aee8-42b8-a303-70d61a9b723a')",Cobalt-60
"('ecoinvent-3.4-biosphere', 'dd2727df-3508-4dc1-bc82-9654d92ed04c')","Noble gases, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', 'da783fd2-b0db-47b0-abad-18a4f83c5994')","Radioactive species, alpha emitters"
"('ecoinvent-3.4-biosphere', '7e4fad26-2081-4b55-8acc-974dafafeed8')",Cesium-134
"('ecoinvent-3.4-biosphere', '1ff59fcb-f634-422c-bbbf-63dae44d9485')","Radiation, electromagnetic"
"('ecoinvent-3.4-biosphere', 'b3246e33-004e-4eb8-98fa-0729b62b6aca')",Xenon-138
"('ecoinvent-3.4-biosphere', 'f86f2893-58e9-4cb2-b4f2-ab1d80765c2f')","Transformation, to wetland, coastal (non-use)"
"('ecoinvent-3.4-biosphere', '9d136389-8670-45ae-ad1d-a06848a1fd1d')","Transformation, from forest, primary (non-use)"
"('ecoinvent-3.4-biosphere', '40d16700-3130-41da-8e94-e1b127741f59')",Ruthenium-103
"('ecoinvent-3.4-biosphere', '928873e6-c391-447e-b503-fbeae3211df1')","Actinides, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', 'fe3bd0b5-0401-48da-bcfd-23d5e462b940')",Tellurium-132
"('ecoinvent-3.4-biosphere', 'd134df3d-b37d-4c58-9913-b1653cdca3cc')",Ruthenium-106
"('ecoinvent-3.4-biosphere', '31417daa-cd7a-4920-9c73-708b68d494ad')","Water, in air"
"('ecoinvent-3.4-biosphere', 'ad1ed615-e2cf-49e3-bd34-4589b4583222')",Antimony-122
"('ecoinvent-3.4-biosphere', '8db2694c-9a3f-4f8d-a915-cd8a380f5394')",Zirconium-95
"('ecoinvent-3.4-biosphere', 'a487b7db-318a-46ff-8e52-2837fab777ad')","Transformation, to permanent crop, irrigated"
"('ecoinvent-3.4-biosphere', '0f196b13-68bf-4deb-9fcd-ce7080618320')",Strontium-90
"('ecoinvent-3.4-biosphere', '0217e70b-e467-4ec6-8800-09d011b7e689')",Lanthanum-140
"('ecoinvent-3.4-biosphere', 'c317b216-2668-40f8-9e24-1ce183d53697')",Iodine-131
"('ecoinvent-3.4-biosphere', 'd350156f-e614-4206-9949-02de6f45f5ab')",Krypton-88
"('ecoinvent-3.4-biosphere', '39b3200d-f95a-413a-9c96-6d90345d9dca')",Cesium-134
