0,1
"('ecoinvent-3.4-biosphere', '54b82481-32a3-4e82-bac7-1df475dbc80c')","Transformation, to cropland fallow (non-use)"
"('ecoinvent-3.4-biosphere', '3860fbca-8a2b-4297-803b-55ee227cab79')",Cesium-134
"('ecoinvent-3.4-biosphere', 'b96a93dd-c34a-4c2c-bbab-a012e5c1e19a')",Krypton-85m
"('ecoinvent-3.4-biosphere', '98b723d4-3362-4b38-8b1e-1bedacfd5e27')","Occupation, pasture, man made, intensive"
"('ecoinvent-3.4-biosphere', 'ddb14297-53e4-44c2-907c-47b27074ecaf')",Iodine-131
"('ecoinvent-3.4-biosphere', 'f577fd0b-1d06-40cb-9c9f-682d12b9515f')",Cesium-136
"('ecoinvent-3.4-biosphere', '8bd1295e-4af1-4177-88a2-6f56ac8e4546')","Volume occupied, underground deposit"
"('ecoinvent-3.4-biosphere', 'c6e880ea-daa3-4001-9210-3211d974d0f1')",Strontium-89
"('ecoinvent-3.4-biosphere', 'af41f691-3a3e-47a3-9e45-3b4d78469ae0')","Transformation, from permanent crop, non-irrigated, extensive"
"('ecoinvent-3.4-biosphere', 'e73fc455-cc04-4328-b961-1e388410e6c5')","Actinides, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', 'c3f83a91-4888-41a4-add9-fd01678a1e5f')","Transformation, to annual crop"
"('ecoinvent-3.4-biosphere', '04eb0695-e67b-46e5-9516-da6bde119822')","Transformation, to traffic area, rail/road embankment"
"('ecoinvent-3.4-biosphere', '69c7d771-04fc-499e-84f8-6c7b923b8ced')","Occupation, heterogeneous, agricultural"
"('ecoinvent-3.4-biosphere', 'e784ef7a-2a62-4636-97bc-f0be8ca2b969')","Radiation, electromagnetic"
"('ecoinvent-3.4-biosphere', 'e97b784a-ec09-4b1b-9f14-cc0ce9799c9e')","Transformation, to annual crop, non-irrigated"
"('ecoinvent-3.4-biosphere', '29f7aad7-40e1-44db-af21-b3604c10b3f0')",Iodine-133
"('ecoinvent-3.4-biosphere', '59c08606-1466-4f8d-bec6-b0e135355f15')",Zinc-65
"('ecoinvent-3.4-biosphere', '2b4a3249-b67a-4858-abf7-24aa1468f298')",Cobalt-57
"('ecoinvent-3.4-biosphere', 'ffd4940c-b652-4622-b7d0-d4d861b083c3')",Zirconium-95
"('ecoinvent-3.4-biosphere', '0f8120d4-3365-4301-871c-b5d9716b008e')","Actinides, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', '16cd83f0-c5c0-4b6f-8dd0-26d4e3b9a017')",Uranium-238
"('ecoinvent-3.4-biosphere', 'c407952d-43b2-49c4-a756-26e5e76bfbbf')",Uranium-238
"('ecoinvent-3.4-biosphere', 'ba9971e7-1210-4215-ae3a-5c67e0949848')",Carbon-14
"('ecoinvent-3.4-biosphere', '4f9a12c7-74b1-4221-a1e5-5a8235379166')",Cobalt-60
"('ecoinvent-3.4-biosphere', '4af1e88c-f848-4b3e-8a58-20c14de505d9')",Argon-41
"('ecoinvent-3.4-biosphere', '30614997-3952-4e2a-bde2-4bce2cada098')",Krypton-85
"('ecoinvent-3.4-biosphere', '878a36ab-9fb6-4d14-a1a7-163b24777eeb')",Radon-220
"('ecoinvent-3.4-biosphere', '379ba5c9-5c3a-43d0-8e2d-605ad9c39e46')","Occupation, mineral extraction site"
"('ecoinvent-3.4-biosphere', '031a15fd-8cd2-49f5-ada6-526313c6e457')",Cerium-144
"('ecoinvent-3.4-biosphere', '0cdaaa7e-3c23-419d-8ad5-12dc93c2e1e3')","Hydrogen-3, Tritium"
"('ecoinvent-3.4-biosphere', '1ef118e8-af9a-46d5-b04d-3ca10a69c51d')","Transformation, from wetland, coastal (non-use)"
"('ecoinvent-3.4-biosphere', 'f78331c1-2f23-4661-b37e-c51c9eea5384')",Neptunium-237
"('ecoinvent-3.4-biosphere', 'f7236656-9c75-47c1-8435-26283fd5d58b')",Antimony-124
"('ecoinvent-3.4-biosphere', 'f5e7f3b4-6423-4914-bb36-d6f52b8e5dbb')",Xenon-135
"('ecoinvent-3.4-biosphere', 'a1a91001-5a20-42d4-b146-21fb2850f0b1')",Chromium-51
"('ecoinvent-3.4-biosphere', '9089d7ad-09b1-4174-a188-8844ebde2d5d')","Transformation, to shrub land, sclerophyllous"
"('ecoinvent-3.4-biosphere', '27f767b3-3ab6-41bd-9c5f-524104b23dce')",Iodine-129
"('ecoinvent-3.4-biosphere', '1b0a8570-eab4-46c2-9b67-c9b918e75676')","Occupation, annual crop, non-irrigated, extensive"
"('ecoinvent-3.4-biosphere', 'b03fcc8f-b010-459d-b021-e832cff01700')",Lanthanum-140
"('ecoinvent-3.4-biosphere', 'bac875f4-75fb-4dde-841a-b07d3a41bcd1')","Wood, hard, standing"
"('ecoinvent-3.4-biosphere', 'ffe3e89e-e0c1-4665-a6e5-2404c131fe32')",Antimony-125
"('ecoinvent-3.4-biosphere', '994de784-726c-4c75-87d5-1c9c8499943a')",Zinc-65
"('ecoinvent-3.4-biosphere', 'dcf5005b-16a3-49ed-ae93-960a320f52db')",Manganese-54
"('ecoinvent-3.4-biosphere', '70d0e8c8-8c46-4eee-ad05-92f05e8f129e')",Cobalt-58
"('ecoinvent-3.4-biosphere', 'a70beb60-354d-4dcd-b6fd-8c251357fb2a')","Transformation, from annual crop, irrigated"
"('ecoinvent-3.4-biosphere', '08b681c9-b5fc-46c8-beb5-5ee8bf31cef9')",Strontium-89
"('ecoinvent-3.4-biosphere', 'b6667f21-da3c-41f1-afad-9277cdd4e08e')",Thorium-234
"('ecoinvent-3.4-biosphere', 'a7ea85d9-b9d1-4054-ba58-4e6bf4d858d0')",Molybdenum-99
"('ecoinvent-3.4-biosphere', '0a7de246-d762-4210-8656-56e1f26249b6')",Radium-224
"('ecoinvent-3.4-biosphere', '838c3d7c-6f9a-4f52-a867-4d5a15510ca6')",Uranium-234
"('ecoinvent-3.4-biosphere', 'df5f3f08-b71d-4816-b861-59604c1e6f11')",Carbon-14
"('ecoinvent-3.4-biosphere', 'd68ebacc-8799-48f8-aab6-d366b851690b')",Protactinium-234
"('ecoinvent-3.4-biosphere', '0fc1db69-f50d-4a88-b9d8-1446e691063c')",Cobalt-60
"('ecoinvent-3.4-biosphere', '12c7671c-e4aa-46c6-93c5-b6f9ac1c453b')","Occupation, annual crop, irrigated, extensive"
"('ecoinvent-3.4-biosphere', '65a50013-0303-4ff2-a880-696dc23c2738')",Krypton-89
"('ecoinvent-3.4-biosphere', 'b5bc86de-20f6-4791-8f67-e9ba7930f76c')",Iron-59
"('ecoinvent-3.4-biosphere', '398ed67b-081c-49c4-8b43-b666bdfd739f')","Transformation, from annual crop, flooded crop"
"('ecoinvent-3.4-biosphere', '336fca6f-2dc9-4514-96ae-2a2af154c74e')",Plutonium-238
"('ecoinvent-3.4-biosphere', 'bf75c125-b39c-49d3-b06e-83153db03bd8')","Hydrogen-3, Tritium"
"('ecoinvent-3.4-biosphere', '2b185e1c-282d-40df-86c9-99de81830782')",Plutonium-241
"('ecoinvent-3.4-biosphere', '6d7ac032-ed65-49b2-b621-d3922038cf27')",Iodine-133
"('ecoinvent-3.4-biosphere', '885c00c7-2c39-40d7-b4cb-d658038ee40a')",Iron-59
"('ecoinvent-3.4-biosphere', '05bd7a83-0c53-4e95-b1eb-1140742f4176')",Iodine-129
"('ecoinvent-3.4-biosphere', '2e002771-9f22-43e3-9990-f06f8235700b')","Transformation, from heterogeneous, agricultural"
"('ecoinvent-3.4-biosphere', 'b772118d-cb3e-4330-aa01-317b04703cb2')","Hydrogen-3, Tritium"
"('ecoinvent-3.4-biosphere', '4f0f15b3-b227-4cdc-b0b3-6412d55695d5')",Water
"('ecoinvent-3.4-biosphere', '2c350340-c73c-4f08-855d-35924b1284eb')","residual wood, dry"
"('ecoinvent-3.4-biosphere', '769d4ef0-455c-42a8-9eea-92ede2690ad8')",Protactinium-234
"('ecoinvent-3.4-biosphere', '729eac4f-0339-4d0f-8956-a71ebe20a527')",Manganese-54
"('ecoinvent-3.4-biosphere', 'd369cba2-e0a7-4d98-8227-05657cf1479f')",Xenon-135m
"('ecoinvent-3.4-biosphere', '18c5396a-1034-4226-a6f3-04c9963f8595')",Barium-140
"('ecoinvent-3.4-biosphere', 'd36dd104-5214-4ca2-b1ab-c878987a42fe')","Transformation, to wetland, inland (non-use)"
"('ecoinvent-3.4-biosphere', '441ef9b3-0df0-461b-bd84-358973e0c2ca')",Cobalt-60
"('ecoinvent-3.4-biosphere', '51ad3110-da7a-4625-b445-df74e83ae832')",Iodine-135
"('ecoinvent-3.4-biosphere', '698d08b4-fee6-40d4-93dd-24a28d48df45')",Uranium-235
"('ecoinvent-3.4-biosphere', 'ab3e851e-21c9-47cf-8e7d-5f96dfae3ba5')","Transformation, from annual crop, non-irrigated, intensive"
"('ecoinvent-3.4-biosphere', '44dd80c7-9960-4881-8431-939509b81f53')",Polonium-210
"('ecoinvent-3.4-biosphere', '4bc2ecf7-fbc3-4c74-81f6-30f9f4425d30')",Potassium-40
"('ecoinvent-3.4-biosphere', '7c471c87-3169-490c-8f01-ea99f9a22c6e')",Ruthenium-106
"('ecoinvent-3.4-biosphere', '37c36adc-7728-4081-81f3-6cc2da7c9f9f')",Neptunium-237
"('ecoinvent-3.4-biosphere', '66c00128-8ffd-43c2-9933-e1a9866d2b60')",Cadmium-109
"('ecoinvent-3.4-biosphere', '40526886-fcc3-4059-b025-58e254c03233')",Cobalt-58
"('ecoinvent-3.4-biosphere', 'e9007a6f-7244-44d4-a561-91ae1b6c6cfc')","Occupation, permanent crop"
"('ecoinvent-3.4-biosphere', '21dcb31a-fddb-464d-8d0d-4ce2738b2cb7')",Rent
"('ecoinvent-3.4-biosphere', '85b391ed-7db5-4f95-ba22-1305940ccd3d')",Xenon-133
"('ecoinvent-3.4-biosphere', 'a18a3afb-9456-4b80-bafb-78be060c90dc')",Iodine-135
"('ecoinvent-3.4-biosphere', '8bdedc25-af46-4c46-9b3a-670d0c177d8f')",Fresh water (obsolete)
"('ecoinvent-3.4-biosphere', 'be1642be-ad24-46e2-8539-a74fc11d637d')",Plutonium-238
"('ecoinvent-3.4-biosphere', '4f9a751e-5992-40a9-bbd6-18f337ac66c8')","Radiation, electromagnetic"
"('ecoinvent-3.4-biosphere', '28b7568a-4238-47ff-8b95-2b97ba55c6f3')",Xenon-133m
"('ecoinvent-3.4-biosphere', 'f35c0ef5-ab68-4051-a390-695079108891')",Protactinium-234
"('ecoinvent-3.4-biosphere', 'ef7b0b7e-16e2-4e14-af28-94d9dd3c675d')","Heat, waste"
"('ecoinvent-3.4-biosphere', 'f220167e-b2ed-4013-b17b-9582bde678fc')",Cerium-141
"('ecoinvent-3.4-biosphere', 'fa288b80-6ef1-4e80-b534-5c2e5c492fd8')","Transformation, from permanent crop, non-irrigated, intensive"
"('ecoinvent-3.4-biosphere', '953542ee-3bba-451b-b071-385e699f2f74')",Technetium-99
"('ecoinvent-3.4-biosphere', 'da92cf98-87cb-437e-ab2c-205ba0639006')","Transformation, from seabed, natural (non-use)"
"('ecoinvent-3.4-biosphere', '4809b1f7-9973-476f-90cc-465067d834f3')",Iodine-129
"('ecoinvent-3.4-biosphere', '24edeb85-2af8-4477-b064-1cdcf1510449')","Transformation, from field margin/hedgerow"
"('ecoinvent-3.4-biosphere', '0628ac74-2a0d-4a13-aaef-14486431dc35')",Strontium-90
"('ecoinvent-3.4-biosphere', '928ba839-d6e5-4d1e-b5fd-122998a9bbe2')","Transformation, from seabed, unspecified"
"('ecoinvent-3.4-biosphere', '354e2cd7-e68f-400a-a318-a33c33f9e83c')",Uranium alpha
"('ecoinvent-3.4-biosphere', 'e9041c16-9cae-4fc0-ac93-f9a486ef53db')",Radium-228
"('ecoinvent-3.4-biosphere', 'd7e80dce-7d72-4e93-88c0-57fb67fc9ab9')",Xenon-131m
"('ecoinvent-3.4-biosphere', '2c126bcc-bb63-4d63-bd72-f02a1e616809')","Transformation, from pasture, man made"
"('ecoinvent-3.4-biosphere', '4649902d-edc5-4d34-ae55-59993fe732d9')",Iodine-129
"('ecoinvent-3.4-biosphere', '55ff8efa-cc35-407c-b5b4-b63781da2183')",Iodine-133
"('ecoinvent-3.4-biosphere', '7fdc928c-f347-45e7-82d7-046acdf878ae')","Transformation, from dump site, residual material landfill"
"('ecoinvent-3.4-biosphere', '1f8e9158-d59b-4991-872f-5a3f622979a7')",Strontium-90
"('ecoinvent-3.4-biosphere', 'f06815cb-65ca-4446-8ea9-329ae0252c29')","Actinides, radioactive, unspecified"
"('ecoinvent-3.4-biosphere', '062a6faf-b1a5-4a6a-aa02-47ae3ec566a8')","Occupation, traffic area, rail network"
"('ecoinvent-3.4-biosphere', '077b92b0-0610-48ba-9ff8-55c13e98364b')",Antimony-124
"('ecoinvent-3.4-biosphere', '6cf5c7e9-f3c2-4185-82bb-b5a1278651da')",Antimony-124
"('ecoinvent-3.4-biosphere', '4dc5b605-36cc-435f-a6de-83781b1f7779')",Potassium-40
"('ecoinvent-3.4-biosphere', '88af0a76-5bd7-4e99-a14e-9cf2608abef0')",Xenon-137
"('ecoinvent-3.4-biosphere', '36c37c87-0dbf-4e30-83e9-288825e113b2')",Barium-140
"('ecoinvent-3.4-biosphere', '2cbfe861-7436-4a43-8892-f057320dc57d')",Xenon-138
"('ecoinvent-3.4-biosphere', '7fdb9a7d-34b2-4427-9692-f69206e67250')",Lanthanum-140
"('ecoinvent-3.4-biosphere', '522e7ef4-82f0-4c8c-be63-ec23415f39ce')",Lanthanum-140
"('ecoinvent-3.4-biosphere', '091d8157-f865-4858-8ceb-0a49ac84614b')",Argon-41
"('ecoinvent-3.4-biosphere', '82f2476e-988b-4d7a-bde6-5da9337d1f65')","Transformation, from pasture, man made, extensive"
"('ecoinvent-3.4-biosphere', '4624deff-2016-41d4-b2bf-3db8dab88779')","Transformation, to industrial area"
"('ecoinvent-3.4-biosphere', '9d9bcab1-3c01-4e4b-a876-9b15c623735c')",Cobalt-60
"('ecoinvent-3.4-biosphere', '0097bf60-3729-40b6-94d0-06bd6146cfc2')",Cesium-137
"('ecoinvent-3.4-biosphere', '1acb026e-9de6-48fe-9e0d-be4d24125bbc')","Water, lake"
"('ecoinvent-3.4-biosphere', '4e079e10-cee0-4afe-bf91-e7d8b23f6a94')",Uranium-238
"('ecoinvent-3.4-biosphere', '2404b41a-2eed-4e9d-8ab6-783946fdf5d6')",Water
"('ecoinvent-3.4-biosphere', '16916dd2-a145-4cb2-9769-19c551b2ff5e')",Uranium alpha
"('ecoinvent-3.4-biosphere', '971a80fe-44e3-4b15-8d17-412c1e55acb6')",Barium-140
"('ecoinvent-3.4-biosphere', '0abf9db7-b5a2-4c18-8ec6-aca3a7fb5579')","Transformation, to traffic area, rail network"
"('ecoinvent-3.4-biosphere', '28be1d65-6b09-4ebd-8599-4366c3c2abab')",Krypton-85
"('ecoinvent-3.4-biosphere', '0930b6b8-d9c6-4462-966f-ac7495b63bed')","Transformation, from forest, unspecified"
"('ecoinvent-3.4-biosphere', '409f6c8a-95df-4e86-8306-5439bd0643c8')",Thorium-234
"('ecoinvent-3.4-biosphere', 'a0e98cdc-79cd-4073-9713-c1a48238883a')",Americium-241
"('ecoinvent-3.4-biosphere', 'ede9fa50-8d76-4f6d-961f-36f701fbae4e')","Transformation, to forest, primary (non-use)"
"('ecoinvent-3.4-biosphere', '848a6c6a-76b7-42ad-90ce-ad2494fd5bd3')","Hydrogen-3, Tritium"
"('ecoinvent-3.4-biosphere', '08a570d6-99a9-477b-8099-77fc2a8afafa')",Ruthenium-103
"('ecoinvent-3.4-biosphere', '777160e1-99a9-4a03-b189-8c1af57ee560')",Iodine-129
"('ecoinvent-3.4-biosphere', '05573d40-39f4-4b4e-98be-2afa50a3b533')",Iron-59
"('ecoinvent-3.4-biosphere', 'dcd996a7-1c08-4b63-87d6-04bcbbe87792')","Transformation, from snow and ice (non-use)"
"('ecoinvent-3.4-biosphere', 'f8f82656-be38-4879-a28e-8d4c33d09f04')",Molybdenum-99
"('ecoinvent-3.4-biosphere', '3ae6e5bb-fdd6-424a-be6f-80e7240ad8b7')",Plutonium-238
"('ecoinvent-3.4-biosphere', '8aa45af3-ff38-4330-9870-81fd360db53b')",Krypton-85m
"('ecoinvent-3.4-biosphere', 'cebdf8ce-efe8-4218-a32c-612b14e352bb')",Strontium-90
"('ecoinvent-3.4-biosphere', '1551f1cd-7cb7-4f68-a628-cb9301323c7b')",Radon-222
"('ecoinvent-3.4-biosphere', 'e489cce4-a80f-417d-9ae6-9fc14cc7dd49')","Occupation, arable, conventional tillage (obsolete)"
"('ecoinvent-3.4-biosphere', '5b44c026-dd45-45c6-95c5-2d451b9a0d20')",Strontium-90
"('ecoinvent-3.4-biosphere', '22043b06-1981-45a5-bfbb-20ae6f253191')","Hydrogen-3, Tritium"
"('ecoinvent-3.4-biosphere', 'cb7d14ab-f2f3-4dff-83a6-8803f7018301')",Barium-140
"('ecoinvent-3.4-biosphere', '1869fd74-ed68-4814-9596-12315b1e810d')",Uranium-234
"('ecoinvent-3.4-biosphere', 'dd5947e9-128a-4c51-85eb-c4eb70aaa6a8')",Xenon-137
"('ecoinvent-3.4-biosphere', 'd2312bc4-af11-445f-aa07-20d95b2794bd')",Radium-228
"('ecoinvent-3.4-biosphere', '42c74b9e-fa00-4612-a3bf-4951237cba04')",Antimony-124
"('ecoinvent-3.4-biosphere', '1c321b9e-b832-4107-ada7-ef31cd78ceac')",Cadmium-109
"('ecoinvent-3.4-biosphere', '4bd82b24-9226-4ee0-a812-a3b9247334f3')",Cobalt-58
"('ecoinvent-3.4-biosphere', 'b9bc9427-5808-4e9e-8c78-e7098563afb4')","Transformation, from inland waterbody, unspecified"
"('ecoinvent-3.4-biosphere', '8c64a7e7-0f81-410f-a0df-cbea124dd203')",Curium-244
"('ecoinvent-3.4-biosphere', 'a5e0860b-7e2b-4870-ae00-0ed150fb8ae3')",Uranium-235
"('ecoinvent-3.4-biosphere', '0eca2efa-6bc8-40c9-9721-84f53d3ca94b')",Iodine-133
"('ecoinvent-3.4-biosphere', 'f339e347-22f1-4ef5-9f25-647e3a9be91c')",Protactinium-234
"('ecoinvent-3.4-biosphere', 'caffa231-9312-46b9-bbdf-c2782d225ef0')",Chromium-51
"('ecoinvent-3.4-biosphere', 'f51ec3db-deb0-4766-9b33-6991155b0251')",Iodine-129
"('ecoinvent-3.4-biosphere', '91a067cc-543a-4d73-a0c0-feb1f8935756')","Transformation, to annual crop, non-irrigated, extensive"
"('ecoinvent-3.4-biosphere', 'c18f9e43-e4ad-4b3a-8ed8-638fe8015425')",Carbon-14
"('ecoinvent-3.4-biosphere', 'b9645eb8-07b6-420d-a0f8-939257a8e036')",Plutonium-241
"('ecoinvent-3.4-biosphere', 'debeac52-61cf-429d-8d20-d7e690f9fee4')",Uranium alpha
"('ecoinvent-3.4-biosphere', 'cf5e52c1-b1fc-46c8-b6f9-8e085657632e')",Zinc-65
"('ecoinvent-3.4-biosphere', '9b83f2bb-7d61-4e55-b37a-443f164c5f30')","Heat, waste"
"('ecoinvent-3.4-biosphere', '67e221a4-9177-44a6-86a7-e4d652cda4bf')",Tellurium-123m
"('ecoinvent-3.4-biosphere', 'fa194dc5-ad5d-4c1e-a8f4-9fedba38fe8d')",Antimony-125
"('ecoinvent-3.4-biosphere', 'a8ed3760-106f-40e2-8a34-6b710a4c9090')",Curium alpha
"('ecoinvent-3.4-biosphere', 'd5e8cbd5-5b1f-4289-bdee-41f5b48b8732')",Xenon-135
"('ecoinvent-3.4-biosphere', '0e066010-5511-4ce5-b7ff-446e58417a65')",Antimony-124
"('ecoinvent-3.4-biosphere', '4bcc53d8-d8ff-4cb1-bf38-e823d46618ed')",Iodine-133
"('ecoinvent-3.4-biosphere', 'e063ee9c-9850-42b5-b01e-4cc9b5ad7152')","Occupation, annual crop, non-irrigated, intensive"
"('ecoinvent-3.4-biosphere', '395386b2-5696-4288-b076-adbdf2038dd3')",Americium-241
"('ecoinvent-3.4-biosphere', '551ee803-cf94-4b0a-8a99-e19378207281')",Iodine-131
"('ecoinvent-3.4-biosphere', '8812d57e-ae84-497e-a778-e5c318120205')",Radium-224
"('ecoinvent-3.4-biosphere', '9f826bcb-5efc-4977-93f2-8415e3f957df')",Silver-110
"('ecoinvent-3.4-biosphere', '5d615a38-6d0a-4f3a-8973-69b333b6e814')","Occupation, cropland fallow (non-use)"
"('ecoinvent-3.4-biosphere', '9a6a4617-dd80-4fe6-84a9-e6c5644bdf59')","Transformation, to river, natural (non-use)"
"('ecoinvent-3.4-biosphere', 'e3446a6f-92f1-480f-915d-375a269009c1')",Tellurium-132
"('ecoinvent-3.4-biosphere', '9db06277-b6d9-4c48-8cfb-de342e928a50')","Occupation, seabed, infrastructure"
"('ecoinvent-3.4-biosphere', '5842fca1-f1ce-41c7-9191-ff0860343f7e')",Sodium-24
"('ecoinvent-3.4-biosphere', 'b696e904-e0a3-4e5a-bca7-500e6661e665')",Sodium-24
"('ecoinvent-3.4-biosphere', '48524bfc-be91-406e-986b-9550744e0360')",Strontium-90
"('ecoinvent-3.4-biosphere', '4ac6979b-55f2-42ae-8d7e-37846e92506c')",Radon-222
"('ecoinvent-3.4-biosphere', 'a511d493-3360-4de9-9d43-e9a52e586579')",Polonium-210
"('ecoinvent-3.4-biosphere', '751d9236-ee45-4d21-addd-fd1747f0b74f')",Thorium-232
"('ecoinvent-3.4-biosphere', 'fbd71c32-a7ce-4e35-a0c0-b52f2b84a772')",Cerium-144
"('ecoinvent-3.4-biosphere', 'db90e15b-d9d2-40ac-8b48-a409fe37f494')",Krypton-89
"('ecoinvent-3.4-biosphere', 'd8828724-dd1e-451e-ba90-47a4abe63d45')",Promethium-147
"('ecoinvent-3.4-biosphere', '65729ea1-eadb-4ca8-a573-1069a3d5f891')",Neptunium-237
"('ecoinvent-3.4-biosphere', 'aa50ed3e-1b1d-46ac-b882-c0a69a764735')",Krypton-85
"('ecoinvent-3.4-biosphere', '2e51caef-d635-4d0d-bcee-fb0c58fa5435')",Xenon-137
"('ecoinvent-3.4-biosphere', '8844a749-f21f-4968-bff9-c4d970efe790')",Lead-210
"('ecoinvent-3.4-biosphere', '1d013cac-a0ec-4c02-936c-053afe24f47f')",Cobalt-57
"('ecoinvent-3.4-biosphere', '91bafb36-540f-4ef2-803f-c0f2be2119e1')",Strontium-89
"('ecoinvent-3.4-biosphere', '639a5c44-7241-4254-ad70-65cd45a9db25')",Ruthenium-106
"('ecoinvent-3.4-biosphere', 'e8e0b8c1-ad10-4d32-8167-10dc8c67f59c')",Uranium alpha
"('ecoinvent-3.4-biosphere', '31e4e26b-a997-4969-963d-243699aca3a8')","Transformation, from permanent crop, non-irrigated"
"('ecoinvent-3.4-biosphere', '0f923637-e322-44d8-9ff2-9c765d75e253')","Occupation, forest, primary (non-use)"
"('ecoinvent-3.4-biosphere', '8e98345c-5524-473d-9b23-437ac336f21a')",Niobium-95
"('ecoinvent-3.4-biosphere', '7ec73b1e-a2ac-40e0-83ee-422c4a7cbb78')",Thorium-234
"('ecoinvent-3.4-biosphere', '59ded913-17fe-4b3e-80cb-79b97cdbef9a')","Occupation, pasture, man made"
"('ecoinvent-3.4-biosphere', 'f3620d5c-e025-4d7c-8af5-47d257694dbe')",Protactinium-234
"('ecoinvent-3.4-biosphere', '592bf69f-8551-4611-8942-4620be0adabe')","Transformation, from pasture, man made, intensive"
"('ecoinvent-3.4-biosphere', '70aa745b-8bc5-4433-b2f5-d1da652ba166')","Occupation, urban/industrial fallow (non-use)"
"('ecoinvent-3.4-biosphere', 'c199261c-8234-43c5-b906-5b67707e4395')","Occupation, shrub land, sclerophyllous"
"('ecoinvent-3.4-biosphere', '3616e7c0-d323-4dc7-96aa-e06ac7fd808b')",Krypton-85
"('ecoinvent-3.4-biosphere', '1070d47d-3834-423e-9603-3626ecc162d8')",Cobalt-57
"('ecoinvent-3.4-biosphere', 'dd05bdcf-c6e9-4027-9282-24ed986c4b80')",Tellurium-123m
"('ecoinvent-3.4-biosphere', 'd690e120-d392-4145-909f-5c3c3c705b69')",Cesium-136
"('ecoinvent-3.4-biosphere', 'a3cfd5c8-d309-469c-aef6-21a0388902d6')",Plutonium-alpha
"('ecoinvent-3.4-biosphere', '9d95796e-84c7-4a73-aaba-8ad4f664e58f')",Xenon-133m
"('ecoinvent-3.4-biosphere', 'b13777bb-a8b6-4be4-8f6b-675ac75f31b2')",Xenon-131m
"('ecoinvent-3.4-biosphere', '84e56689-d3d4-4f9b-831d-e4e83046ce2c')",Antimony-122
"('ecoinvent-3.4-biosphere', '29630a65-f38c-48a5-9744-c0121f586640')","Transformation, from unspecified"
"('ecoinvent-3.4-biosphere', '9143372d-1042-4422-ac51-c197a4955292')",Manganese-54
"('ecoinvent-3.4-biosphere', '0a250f4c-2bca-437d-8775-45e18e427e4a')",Krypton-88
"('ecoinvent-3.4-biosphere', '7e7d6ebb-8c9c-4ecb-b64b-23a8c2c908c4')","Occupation, permanent crop, irrigated, extensive"
"('ecoinvent-3.4-biosphere', '396309cb-c6b2-4105-ab6a-a5a671f6edbf')",Molybdenum-99
"('ecoinvent-3.4-biosphere', 'e9935076-7617-4f7d-82dc-e0b842f4a78e')",Cerium-144
"('ecoinvent-3.4-biosphere', '59df4945-6ee2-4ea6-9ef7-36c4f4b478f6')","Transformation, to permanent crop, irrigated, extensive"
"('ecoinvent-3.4-biosphere', '92b83fcf-1eef-43b8-b1bb-168a0f6896bf')",Uranium-234
"('ecoinvent-3.4-biosphere', '83e7f0f5-6cf8-4a66-bbd6-def720e8a01b')",Tellurium-123m
"('ecoinvent-3.4-biosphere', '819b2984-a9f6-4086-922d-5aa0be96dfdb')",Plutonium-alpha
"('ecoinvent-3.4-biosphere', 'd651f8b6-28b4-44b1-9202-71f898a4ba06')",Technetium-99
"('ecoinvent-3.4-biosphere', '7847f01b-edfa-4957-85f5-78983331b4bb')",Cerium-141
"('ecoinvent-3.4-biosphere', 'fc1c42ce-a759-49fa-b987-f1ec5e503db1')","Water, cooling, unspecified natural origin"
"('ecoinvent-3.4-biosphere', '5e07e604-b797-4718-9dc3-be6f4f3319e4')",Cadmium-109
"('ecoinvent-3.4-biosphere', '08439a5d-5036-4e9f-89df-08239a6dbc33')",Barium-140
"('ecoinvent-3.4-biosphere', '83fa5f74-baa4-46d3-a8b4-ada4379b70a3')",Cobalt-60
"('ecoinvent-3.4-biosphere', 'a48a7aca-da79-4d39-a40c-f7efa97d7444')",Uranium-235
"('ecoinvent-3.4-biosphere', '7bc25bb7-caa5-45cf-bbf0-889879173590')",Thorium-230
"('ecoinvent-3.4-biosphere', '75f898f6-1051-486f-bb82-af34e02a8f8b')",Thorium-228
"('ecoinvent-3.4-biosphere', '32299af9-3432-470b-8f90-5d06df12b062')",Manganese-55
"('ecoinvent-3.4-biosphere', '4f2051b8-22e6-4592-8803-1e984f8fa61b')",Cesium-134
"('ecoinvent-3.4-biosphere', '06a2e2b7-0c98-4a77-8cc9-84349e2f3fcf')",Technetium-99
"('ecoinvent-3.4-biosphere', 'f9055607-c571-4903-85a8-7c20e3790c43')",Antimony-124
"('ecoinvent-3.4-biosphere', '7cc66f3a-9b59-4ad0-8181-3d2c5d690961')",Neptunium-237
"('ecoinvent-3.4-biosphere', '34d04e86-d650-4f1e-96d5-7f09132fddcc')",Protactinium-234
"('ecoinvent-3.4-biosphere', '46b8b2fd-eb2a-413d-bc39-e7dc18a420ef')","Transformation, from traffic area, rail/road embankment"
"('ecoinvent-3.4-biosphere', '2c668435-93b1-4a68-8b7c-f32f65615d37')",Cobalt-57
"('ecoinvent-3.4-biosphere', '90af03c6-a2a2-416e-ba17-88a7b7aedf7a')",Plutonium-alpha
"('ecoinvent-3.4-biosphere', '5dd25f86-58c2-49e9-8401-54e1750b85ad')",Strontium-90
