0,1,2,3,4,5
"('ecoinvent-3.4-biosphere', '487b617a-40fc-4968-bfac-91cbe400f163')",Butyl acetate,Butyl acetate,C6H12O2,116.16,
"('ecoinvent-3.4-biosphere', '487b617a-40fc-4968-bfac-91cbe400f163')",Butyl acetate,Butyl acetate,C6H12O2,116.16,
"('ecoinvent-3.4-biosphere', '748f22a9-eba4-4726-bef5-92c7442ce189')",Zinc,Zinc,Zn,65.4,-1.083657674571144e-13
"('ecoinvent-3.4-biosphere', '748f22a9-eba4-4726-bef5-92c7442ce189')",Zinc,Zinc,Zn,65.4,-1.083657674571144e-13
"('ecoinvent-3.4-biosphere', '748f22a9-eba4-4726-bef5-92c7442ce189')",Zinc,Zinc,Zn,65.4,-1.083657674571144e-13
"('ecoinvent-3.4-biosphere', '20664d0e-24e3-4daa-8c5c-2ade6e0c2723')",Formaldehyde,Formaldehyde,CH2O,30.026,
"('ecoinvent-3.4-biosphere', '20664d0e-24e3-4daa-8c5c-2ade6e0c2723')",Formaldehyde,Formaldehyde,CH2O,30.026,
"('ecoinvent-3.4-biosphere', '20664d0e-24e3-4daa-8c5c-2ade6e0c2723')",Formaldehyde,Formaldehyde,CH2O,30.026,
"('ecoinvent-3.4-biosphere', '585da516-b59a-43b4-83c1-6ccf4d28c83b')",Furan,Furan,C4H4O,68.07,
"('ecoinvent-3.4-biosphere', '585da516-b59a-43b4-83c1-6ccf4d28c83b')",Furan,Furan,C4H4O,68.07,
"('ecoinvent-3.4-biosphere', '585da516-b59a-43b4-83c1-6ccf4d28c83b')",Furan,Furan,C4H4O,68.07,
"('ecoinvent-3.4-biosphere', 'caf066cf-40ce-47a8-ba4c-969fcd6019c7')",Cobalt,Cobalt,Co,58.93319,-1.944749514845395e-12
"('ecoinvent-3.4-biosphere', 'caf066cf-40ce-47a8-ba4c-969fcd6019c7')",Cobalt,Cobalt,Co,58.93319,-1.944749514845395e-12
"('ecoinvent-3.4-biosphere', 'caf066cf-40ce-47a8-ba4c-969fcd6019c7')",Cobalt,Cobalt,Co,58.93319,-1.944749514845395e-12
"('ecoinvent-3.4-biosphere', 'dc64ecac-a65f-4d9a-9de6-557f1135659f')",Aclonifen,Aclonifen,C12H9ClN2O3,264.66,
"('ecoinvent-3.4-biosphere', 'dc64ecac-a65f-4d9a-9de6-557f1135659f')",Aclonifen,Aclonifen,C12H9ClN2O3,264.66,
"('ecoinvent-3.4-biosphere', 'dc64ecac-a65f-4d9a-9de6-557f1135659f')",Aclonifen,Aclonifen,C12H9ClN2O3,264.66,
"('ecoinvent-3.4-biosphere', '24cf82f8-c517-4fef-8f93-17519adb855e')",Barium,Barium,Ba,137.33,
"('ecoinvent-3.4-biosphere', '24cf82f8-c517-4fef-8f93-17519adb855e')",Barium,Barium,Ba,137.33,
"('ecoinvent-3.4-biosphere', '24cf82f8-c517-4fef-8f93-17519adb855e')",Barium,Barium,Ba,137.33,
"('ecoinvent-3.4-biosphere', '6f88b081-6292-43b8-a944-bf5968666707')",Sodium formate,Sodium formate,CHNaO2,68.007,
"('ecoinvent-3.4-biosphere', '6f88b081-6292-43b8-a944-bf5968666707')",Sodium formate,Sodium formate,CHNaO2,68.007,
"('ecoinvent-3.4-biosphere', '6f88b081-6292-43b8-a944-bf5968666707')",Sodium formate,Sodium formate,CHNaO2,68.007,
"('ecoinvent-3.4-biosphere', '34ce575e-a338-432a-ab49-f0ac660ff365')",Diborane,Diborane,B2H6,27.67,
"('ecoinvent-3.4-biosphere', '34ce575e-a338-432a-ab49-f0ac660ff365')",Diborane,Diborane,B2H6,27.67,
"('ecoinvent-3.4-biosphere', '34ce575e-a338-432a-ab49-f0ac660ff365')",Diborane,Diborane,B2H6,27.67,
"('ecoinvent-3.4-biosphere', 'e24da787-41ae-4aa3-b13b-36862b5fd10e')",Bromoxynil,Bromoxynil,C7H3Br2NO,276.91,
"('ecoinvent-3.4-biosphere', 'e24da787-41ae-4aa3-b13b-36862b5fd10e')",Bromoxynil,Bromoxynil,C7H3Br2NO,276.91,
"('ecoinvent-3.4-biosphere', 'e24da787-41ae-4aa3-b13b-36862b5fd10e')",Bromoxynil,Bromoxynil,C7H3Br2NO,276.91,
"('ecoinvent-3.4-biosphere', 'cc62a17a-3209-4f53-af36-b28d60fa1741')",Formaldehyde,Formaldehyde,CH2O,30.026,
"('ecoinvent-3.4-biosphere', 'cc62a17a-3209-4f53-af36-b28d60fa1741')",Formaldehyde,Formaldehyde,CH2O,30.026,
"('ecoinvent-3.4-biosphere', 'cc62a17a-3209-4f53-af36-b28d60fa1741')",Formaldehyde,Formaldehyde,CH2O,30.026,
"('ecoinvent-3.4-biosphere', 'b87016c6-ac91-4414-98ce-fb665e0a6d2e')",Calcium,Calcium,Ca,40.08,
"('ecoinvent-3.4-biosphere', 'b87016c6-ac91-4414-98ce-fb665e0a6d2e')",Calcium,Calcium,Ca,40.08,
"('ecoinvent-3.4-biosphere', 'b87016c6-ac91-4414-98ce-fb665e0a6d2e')",Calcium,Calcium,Ca,40.08,
"('ecoinvent-3.4-biosphere', 'e9e856c2-868e-435e-8425-8df1c9297cfc')",Lead,Lead,Pb,207.0,-1.1855254708054443e-13
"('ecoinvent-3.4-biosphere', 'e9e856c2-868e-435e-8425-8df1c9297cfc')",Lead,Lead,Pb,207.0,-1.1855254708054443e-13
"('ecoinvent-3.4-biosphere', 'e9e856c2-868e-435e-8425-8df1c9297cfc')",Lead,Lead,Pb,207.0,-1.1855254708054443e-13
"('ecoinvent-3.4-biosphere', 'a4375a18-172c-4f82-90b7-bca972f75548')","Granite, in ground",Granite,C16H14F5N5O5S,483.4,
"('ecoinvent-3.4-biosphere', 'a4375a18-172c-4f82-90b7-bca972f75548')","Granite, in ground",Granite,C16H14F5N5O5S,483.4,
"('ecoinvent-3.4-biosphere', 'a4375a18-172c-4f82-90b7-bca972f75548')","Granite, in ground",Granite,C16H14F5N5O5S,483.4,
"('ecoinvent-3.4-biosphere', 'b935e766-fece-4a4f-8f60-b735ea7b214d')",Bromine,Bromine,Br2,159.81,
"('ecoinvent-3.4-biosphere', 'b935e766-fece-4a4f-8f60-b735ea7b214d')",Bromine,Bromine,Br2,159.81,
"('ecoinvent-3.4-biosphere', 'b935e766-fece-4a4f-8f60-b735ea7b214d')",Bromine,Bromine,Br2,159.81,
"('ecoinvent-3.4-biosphere', '7880e65c-0321-4295-ba55-3186ad36e489')",Aluminium,Aluminium,Al,26.981538,-6.422536676269253e-14
"('ecoinvent-3.4-biosphere', '7880e65c-0321-4295-ba55-3186ad36e489')",Aluminium,Aluminium,Al,26.981538,-6.422536676269253e-14
"('ecoinvent-3.4-biosphere', '7880e65c-0321-4295-ba55-3186ad36e489')",Aluminium,Aluminium,Al,26.981538,-6.422536676269253e-14
"('ecoinvent-3.4-biosphere', '0795345f-c7ae-410c-ad25-1845784c75f5')","Methane, fossil",Methane,CH4,16.043,
"('ecoinvent-3.4-biosphere', '0795345f-c7ae-410c-ad25-1845784c75f5')","Methane, fossil",Methane,CH4,16.043,
"('ecoinvent-3.4-biosphere', '4122276a-89a6-4e31-ad7d-19568cecf9ce')",Vanadium,Vanadium,V,50.9415,
"('ecoinvent-3.4-biosphere', '4122276a-89a6-4e31-ad7d-19568cecf9ce')",Vanadium,Vanadium,V,50.9415,
"('ecoinvent-3.4-biosphere', '4122276a-89a6-4e31-ad7d-19568cecf9ce')",Vanadium,Vanadium,V,50.9415,
"('ecoinvent-3.4-biosphere', '024b1a73-0cff-4b49-9e1e-7d75110f1e31')",Styrene,Styrene,C8H8,104.15,
"('ecoinvent-3.4-biosphere', '024b1a73-0cff-4b49-9e1e-7d75110f1e31')",Styrene,Styrene,C8H8,104.15,
"('ecoinvent-3.4-biosphere', '024b1a73-0cff-4b49-9e1e-7d75110f1e31')",Styrene,Styrene,C8H8,104.15,
"('ecoinvent-3.4-biosphere', '20834550-2d87-47d0-9d3c-fd65c108c72b')",Fluroxypyr,Fluroxypyr,C7H5Cl2FN2O3,255.03,
"('ecoinvent-3.4-biosphere', '20834550-2d87-47d0-9d3c-fd65c108c72b')",Fluroxypyr,Fluroxypyr,C7H5Cl2FN2O3,255.03,
"('ecoinvent-3.4-biosphere', '20834550-2d87-47d0-9d3c-fd65c108c72b')",Fluroxypyr,Fluroxypyr,C7H5Cl2FN2O3,255.03,
"('ecoinvent-3.4-biosphere', '2bf4e40e-ed11-457a-ae60-53a5cc43fdc7')",Methomyl,Methomyl,C5H10N2O2S,162.21,
"('ecoinvent-3.4-biosphere', '2bf4e40e-ed11-457a-ae60-53a5cc43fdc7')",Methomyl,Methomyl,C5H10N2O2S,162.21,
"('ecoinvent-3.4-biosphere', '2bf4e40e-ed11-457a-ae60-53a5cc43fdc7')",Methomyl,Methomyl,C5H10N2O2S,162.21,
"('ecoinvent-3.4-biosphere', '2061c1e1-6a81-47ad-8a1d-81dd30783f2c')",Fluosilicic acid,Fluosilicic acid,F6H2Si,144.091,
"('ecoinvent-3.4-biosphere', '2061c1e1-6a81-47ad-8a1d-81dd30783f2c')",Fluosilicic acid,Fluosilicic acid,F6H2Si,144.091,
"('ecoinvent-3.4-biosphere', '2061c1e1-6a81-47ad-8a1d-81dd30783f2c')",Fluosilicic acid,Fluosilicic acid,F6H2Si,144.091,
"('ecoinvent-3.4-biosphere', '00d2fef1-e4d4-4a16-8e81-b8cc514e4c25')",Fluoride,Fluoride,F-,18.99840316,
"('ecoinvent-3.4-biosphere', '00d2fef1-e4d4-4a16-8e81-b8cc514e4c25')",Fluoride,Fluoride,F-,18.99840316,
"('ecoinvent-3.4-biosphere', '00d2fef1-e4d4-4a16-8e81-b8cc514e4c25')",Fluoride,Fluoride,F-,18.99840316,
"('ecoinvent-3.4-biosphere', 'efe94e38-a449-4817-94c1-7aedf1022714')",2-Methyl-2-butene,2-Methyl-2-butene,C5H10,70.13,
"('ecoinvent-3.4-biosphere', 'efe94e38-a449-4817-94c1-7aedf1022714')",2-Methyl-2-butene,2-Methyl-2-butene,C5H10,70.13,
"('ecoinvent-3.4-biosphere', 'efe94e38-a449-4817-94c1-7aedf1022714')",2-Methyl-2-butene,2-Methyl-2-butene,C5H10,70.13,
"('ecoinvent-3.4-biosphere', '08fd6c23-2f15-440a-a366-ebcc2b6b4f3d')",Dimethipin,Dimethipin,C6H10O4S2,210.3,
"('ecoinvent-3.4-biosphere', '08fd6c23-2f15-440a-a366-ebcc2b6b4f3d')",Dimethipin,Dimethipin,C6H10O4S2,210.3,
"('ecoinvent-3.4-biosphere', '08fd6c23-2f15-440a-a366-ebcc2b6b4f3d')",Dimethipin,Dimethipin,C6H10O4S2,210.3,
"('ecoinvent-3.4-biosphere', '658441e6-f7a0-4ce5-bbe7-329a2a9e31c8')",Quinclorac,Quinclorac,C10H5Cl2NO2,242.05,
"('ecoinvent-3.4-biosphere', '658441e6-f7a0-4ce5-bbe7-329a2a9e31c8')",Quinclorac,Quinclorac,C10H5Cl2NO2,242.05,
"('ecoinvent-3.4-biosphere', '658441e6-f7a0-4ce5-bbe7-329a2a9e31c8')",Quinclorac,Quinclorac,C10H5Cl2NO2,242.05,
"('ecoinvent-3.4-biosphere', '4d93311d-5fc2-4f86-ab4f-b223ee9350e5')","Methane, tetrachloro-, R-10",tetrachloroMethane,CCl4,153.8,
"('ecoinvent-3.4-biosphere', '4d93311d-5fc2-4f86-ab4f-b223ee9350e5')","Methane, tetrachloro-, R-10",tetrachloroMethane,CCl4,153.8,
"('ecoinvent-3.4-biosphere', '4d93311d-5fc2-4f86-ab4f-b223ee9350e5')","Methane, tetrachloro-, R-10",tetrachloroMethane,CCl4,153.8,
"('ecoinvent-3.4-biosphere', '98eb1d16-9d7a-4716-9be4-1449341a832f')",Sodium,Sodium,Na,22.9897693,
"('ecoinvent-3.4-biosphere', '98eb1d16-9d7a-4716-9be4-1449341a832f')",Sodium,Sodium,Na,22.9897693,
"('ecoinvent-3.4-biosphere', '98eb1d16-9d7a-4716-9be4-1449341a832f')",Sodium,Sodium,Na,22.9897693,
"('ecoinvent-3.4-biosphere', '9dc481e4-e4cd-4cb1-a03e-d539f774e958')",Acenaphthylene,Acenaphthylene,C12H8,152.19,
"('ecoinvent-3.4-biosphere', '9dc481e4-e4cd-4cb1-a03e-d539f774e958')",Acenaphthylene,Acenaphthylene,C12H8,152.19,
"('ecoinvent-3.4-biosphere', '9dc481e4-e4cd-4cb1-a03e-d539f774e958')",Acenaphthylene,Acenaphthylene,C12H8,152.19,
"('ecoinvent-3.4-biosphere', '25577c13-5625-41cf-a921-9e82f81d2131')",Methyl borate,Methyl borate,C3H9BO3,103.92,
"('ecoinvent-3.4-biosphere', '25577c13-5625-41cf-a921-9e82f81d2131')",Methyl borate,Methyl borate,C3H9BO3,103.92,
"('ecoinvent-3.4-biosphere', '25577c13-5625-41cf-a921-9e82f81d2131')",Methyl borate,Methyl borate,C3H9BO3,103.92,
"('ecoinvent-3.4-biosphere', '347de5bf-3551-4022-8371-258e830b5a09')",Uranium,Uranium,U,238.0289,-9.154438878304105e-12
"('ecoinvent-3.4-biosphere', '347de5bf-3551-4022-8371-258e830b5a09')",Uranium,Uranium,U,238.0289,-9.154438878304105e-12
"('ecoinvent-3.4-biosphere', '347de5bf-3551-4022-8371-258e830b5a09')",Uranium,Uranium,U,238.0289,-9.154438878304105e-12
"('ecoinvent-3.4-biosphere', 'e0336c9b-a0ff-4ae3-b8bb-ca1e46bbbc11')",Chromium,Chromium,Cr,51.996,-3.1278613038877847e-13
"('ecoinvent-3.4-biosphere', 'e0336c9b-a0ff-4ae3-b8bb-ca1e46bbbc11')",Chromium,Chromium,Cr,51.996,-3.1278613038877847e-13
"('ecoinvent-3.4-biosphere', 'e0336c9b-a0ff-4ae3-b8bb-ca1e46bbbc11')",Chromium,Chromium,Cr,51.996,-3.1278613038877847e-13
"('ecoinvent-3.4-biosphere', 'fd61d155-3b34-46d5-8769-efb3e806f545')",Mercury,Mercury,Hg,200.59,
"('ecoinvent-3.4-biosphere', 'fd61d155-3b34-46d5-8769-efb3e806f545')",Mercury,Mercury,Hg,200.59,
"('ecoinvent-3.4-biosphere', 'fd61d155-3b34-46d5-8769-efb3e806f545')",Mercury,Mercury,Hg,200.59,
"('ecoinvent-3.4-biosphere', 'c778e59e-23d1-438c-bfb3-7321e019f1cf')",Nitrobenzene,Nitrobenzene,C6H5NO2,123.11,
"('ecoinvent-3.4-biosphere', 'c778e59e-23d1-438c-bfb3-7321e019f1cf')",Nitrobenzene,Nitrobenzene,C6H5NO2,123.11,
"('ecoinvent-3.4-biosphere', 'c778e59e-23d1-438c-bfb3-7321e019f1cf')",Nitrobenzene,Nitrobenzene,C6H5NO2,123.11,
"('ecoinvent-3.4-biosphere', '4d6a46d2-a935-4bdc-93ff-bc49d3ae10d5')",Propanal,Propanal,C3H6O,58.08,
"('ecoinvent-3.4-biosphere', '4d6a46d2-a935-4bdc-93ff-bc49d3ae10d5')",Propanal,Propanal,C3H6O,58.08,
"('ecoinvent-3.4-biosphere', '4d6a46d2-a935-4bdc-93ff-bc49d3ae10d5')",Propanal,Propanal,C3H6O,58.08,
"('ecoinvent-3.4-biosphere', 'ad3e6f24-22b0-4ca4-9f2c-f0f5f180f633')",Propanol,Propanol,C3H8O,60.1,
"('ecoinvent-3.4-biosphere', 'ad3e6f24-22b0-4ca4-9f2c-f0f5f180f633')",Propanol,Propanol,C3H8O,60.1,
"('ecoinvent-3.4-biosphere', 'ad3e6f24-22b0-4ca4-9f2c-f0f5f180f633')",Propanol,Propanol,C3H8O,60.1,
"('ecoinvent-3.4-biosphere', '6d74bab2-969f-419c-a2dc-4dde50cf2553')","PAH, polycyclic aromatic hydrocarbons",PAH,C9H10N2O3,194.19,
"('ecoinvent-3.4-biosphere', '6d74bab2-969f-419c-a2dc-4dde50cf2553')","PAH, polycyclic aromatic hydrocarbons",PAH,C9H10N2O3,194.19,
"('ecoinvent-3.4-biosphere', '6d74bab2-969f-419c-a2dc-4dde50cf2553')","PAH, polycyclic aromatic hydrocarbons",PAH,C9H10N2O3,194.19,
"('ecoinvent-3.4-biosphere', 'cac53ea3-b11c-47a6-adfd-678672a088e6')",Calcium,Calcium,Ca,40.08,
"('ecoinvent-3.4-biosphere', 'cac53ea3-b11c-47a6-adfd-678672a088e6')",Calcium,Calcium,Ca,40.08,
"('ecoinvent-3.4-biosphere', 'cac53ea3-b11c-47a6-adfd-678672a088e6')",Calcium,Calcium,Ca,40.08,
"('ecoinvent-3.4-biosphere', '6d25e386-4ef9-4d40-85c6-e694f523a4da')",Chloride,Chloride,Cl-,35.45,
"('ecoinvent-3.4-biosphere', '6d25e386-4ef9-4d40-85c6-e694f523a4da')",Chloride,Chloride,Cl-,35.45,
"('ecoinvent-3.4-biosphere', '6d25e386-4ef9-4d40-85c6-e694f523a4da')",Chloride,Chloride,Cl-,35.45,
"('ecoinvent-3.4-biosphere', '44230d0d-f11f-473e-8b43-75656dcac834')",Thiodicarb,Thiodicarb,C10H18N4O4S3,354.5,
"('ecoinvent-3.4-biosphere', '44230d0d-f11f-473e-8b43-75656dcac834')",Thiodicarb,Thiodicarb,C10H18N4O4S3,354.5,
"('ecoinvent-3.4-biosphere', '44230d0d-f11f-473e-8b43-75656dcac834')",Thiodicarb,Thiodicarb,C10H18N4O4S3,354.5,
"('ecoinvent-3.4-biosphere', '473826ae-125a-4b02-8c8e-c84322491d80')",Dinitrogen monoxide,Dinitrogen monoxide,N2O,44.013,
"('ecoinvent-3.4-biosphere', '473826ae-125a-4b02-8c8e-c84322491d80')",Dinitrogen monoxide,Dinitrogen monoxide,N2O,44.013,
"('ecoinvent-3.4-biosphere', '473826ae-125a-4b02-8c8e-c84322491d80')",Dinitrogen monoxide,Dinitrogen monoxide,N2O,44.013,
"('ecoinvent-3.4-biosphere', 'f2cdedb9-7723-4308-b2ef-ad20c93018af')",Acetone,Acetone,C3H6O,58.08,
"('ecoinvent-3.4-biosphere', 'f2cdedb9-7723-4308-b2ef-ad20c93018af')",Acetone,Acetone,C3H6O,58.08,
"('ecoinvent-3.4-biosphere', 'f2cdedb9-7723-4308-b2ef-ad20c93018af')",Acetone,Acetone,C3H6O,58.08,
"('ecoinvent-3.4-biosphere', '663ca947-9c87-4fb3-885f-f65789a93671')",4-Methyl-2-pentanone,4-Methyl-2-pentanone,C6H12O,100.16,
"('ecoinvent-3.4-biosphere', '663ca947-9c87-4fb3-885f-f65789a93671')",4-Methyl-2-pentanone,4-Methyl-2-pentanone,C6H12O,100.16,
"('ecoinvent-3.4-biosphere', '663ca947-9c87-4fb3-885f-f65789a93671')",4-Methyl-2-pentanone,4-Methyl-2-pentanone,C6H12O,100.16,
"('ecoinvent-3.4-biosphere', 'f5e7e615-4160-4df9-b39b-7463eaed77c7')",Phosphorus,Phosphorus,P,30.973762,-1.6973366253890836e-14
"('ecoinvent-3.4-biosphere', 'f5e7e615-4160-4df9-b39b-7463eaed77c7')",Phosphorus,Phosphorus,P,30.973762,-1.6973366253890836e-14
"('ecoinvent-3.4-biosphere', 'f5e7e615-4160-4df9-b39b-7463eaed77c7')",Phosphorus,Phosphorus,P,30.973762,-1.6973366253890836e-14
"('ecoinvent-3.4-biosphere', '57117e3c-15aa-4b4d-b953-6d33986aa5aa')",Calcium,Calcium,Ca,40.08,
"('ecoinvent-3.4-biosphere', '57117e3c-15aa-4b4d-b953-6d33986aa5aa')",Calcium,Calcium,Ca,40.08,
"('ecoinvent-3.4-biosphere', '57117e3c-15aa-4b4d-b953-6d33986aa5aa')",Calcium,Calcium,Ca,40.08,
"('ecoinvent-3.4-biosphere', '497e2e7c-0e1a-4b9f-a94e-d63d5e49dcf8')",4-Methyl-2-pentanone,4-Methyl-2-pentanone,C6H12O,100.16,
"('ecoinvent-3.4-biosphere', '497e2e7c-0e1a-4b9f-a94e-d63d5e49dcf8')",4-Methyl-2-pentanone,4-Methyl-2-pentanone,C6H12O,100.16,
"('ecoinvent-3.4-biosphere', '497e2e7c-0e1a-4b9f-a94e-d63d5e49dcf8')",4-Methyl-2-pentanone,4-Methyl-2-pentanone,C6H12O,100.16,
"('ecoinvent-3.4-biosphere', '7829233b-ad9f-493d-97f5-735f5035cc71')","Phthalate, dimethyl-",dimethylPhthalate,C10H10O4,194.18,
"('ecoinvent-3.4-biosphere', '7829233b-ad9f-493d-97f5-735f5035cc71')","Phthalate, dimethyl-",dimethylPhthalate,C10H10O4,194.18,
"('ecoinvent-3.4-biosphere', '7829233b-ad9f-493d-97f5-735f5035cc71')","Phthalate, dimethyl-",dimethylPhthalate,C10H10O4,194.18,
"('ecoinvent-3.4-biosphere', '7198aaf8-0acc-428d-8da0-558911e24f95')",Butyl acetate,Butyl acetate,C6H12O2,116.16,
"('ecoinvent-3.4-biosphere', '7198aaf8-0acc-428d-8da0-558911e24f95')",Butyl acetate,Butyl acetate,C6H12O2,116.16,
"('ecoinvent-3.4-biosphere', '7198aaf8-0acc-428d-8da0-558911e24f95')",Butyl acetate,Butyl acetate,C6H12O2,116.16,
"('ecoinvent-3.4-biosphere', '3850d44e-8919-47bc-9c0a-51ccc4ec9d9f')",Glyphosate,Glyphosate,C3H8NO5P,169.07,-0.0
"('ecoinvent-3.4-biosphere', '3850d44e-8919-47bc-9c0a-51ccc4ec9d9f')",Glyphosate,Glyphosate,C3H8NO5P,169.07,-0.0
"('ecoinvent-3.4-biosphere', '3850d44e-8919-47bc-9c0a-51ccc4ec9d9f')",Glyphosate,Glyphosate,C3H8NO5P,169.07,-0.0
"('ecoinvent-3.4-biosphere', '5074e239-b510-49aa-928c-fcdb462481d8')",1-Pentanol,1-Pentanol,C5H12O,88.15,
"('ecoinvent-3.4-biosphere', '5074e239-b510-49aa-928c-fcdb462481d8')",1-Pentanol,1-Pentanol,C5H12O,88.15,
"('ecoinvent-3.4-biosphere', '5074e239-b510-49aa-928c-fcdb462481d8')",1-Pentanol,1-Pentanol,C5H12O,88.15,
"('ecoinvent-3.4-biosphere', 'a857022f-c251-4665-81fb-dce3346ac8e4')",Sodium chlorate,Sodium chlorate,ClNaO3,106.44,
"('ecoinvent-3.4-biosphere', 'a857022f-c251-4665-81fb-dce3346ac8e4')",Sodium chlorate,Sodium chlorate,ClNaO3,106.44,
"('ecoinvent-3.4-biosphere', 'a857022f-c251-4665-81fb-dce3346ac8e4')",Sodium chlorate,Sodium chlorate,ClNaO3,106.44,
"('ecoinvent-3.4-biosphere', '17b87359-36f1-4ad3-a019-73e40fc2efc7')",Flufenacet,Flufenacet,C14H13F4N3O2S,363.33,
"('ecoinvent-3.4-biosphere', '17b87359-36f1-4ad3-a019-73e40fc2efc7')",Flufenacet,Flufenacet,C14H13F4N3O2S,363.33,
"('ecoinvent-3.4-biosphere', '17b87359-36f1-4ad3-a019-73e40fc2efc7')",Flufenacet,Flufenacet,C14H13F4N3O2S,363.33,
"('ecoinvent-3.4-biosphere', '95589041-7176-4e15-9578-fa6a4066955f')","Ethene, chloro-",chloroEthene,C2H3Cl,62.5,
"('ecoinvent-3.4-biosphere', '95589041-7176-4e15-9578-fa6a4066955f')","Ethene, chloro-",chloroEthene,C2H3Cl,62.5,
"('ecoinvent-3.4-biosphere', '95589041-7176-4e15-9578-fa6a4066955f')","Ethene, chloro-",chloroEthene,C2H3Cl,62.5,
"('ecoinvent-3.4-biosphere', '9c2a7dc9-8b1f-46ba-bc16-0d761a4f6016')",Ethene,Ethene,C2H4,28.05,
"('ecoinvent-3.4-biosphere', '9c2a7dc9-8b1f-46ba-bc16-0d761a4f6016')",Ethene,Ethene,C2H4,28.05,
"('ecoinvent-3.4-biosphere', '9c2a7dc9-8b1f-46ba-bc16-0d761a4f6016')",Ethene,Ethene,C2H4,28.05,
"('ecoinvent-3.4-biosphere', '4877b7b5-0ac1-47f7-96bd-677179544c9f')",Methyl formate,Methyl formate,C2H4O2,60.05,
"('ecoinvent-3.4-biosphere', '4877b7b5-0ac1-47f7-96bd-677179544c9f')",Methyl formate,Methyl formate,C2H4O2,60.05,
"('ecoinvent-3.4-biosphere', '4877b7b5-0ac1-47f7-96bd-677179544c9f')",Methyl formate,Methyl formate,C2H4O2,60.05,
"('ecoinvent-3.4-biosphere', 'a46a250e-297d-43e9-b1c4-052cdcfb79c5')","Vanadium, ion",Vanadium,V,50.9415,
"('ecoinvent-3.4-biosphere', 'a46a250e-297d-43e9-b1c4-052cdcfb79c5')","Vanadium, ion",Vanadium,V,50.9415,
"('ecoinvent-3.4-biosphere', 'a46a250e-297d-43e9-b1c4-052cdcfb79c5')","Vanadium, ion",Vanadium,V,50.9415,
"('ecoinvent-3.4-biosphere', 'fbebc389-bce6-4540-8869-50076139f370')",Metamitron,Metamitron,C10H10N4O,202.21,
"('ecoinvent-3.4-biosphere', 'fbebc389-bce6-4540-8869-50076139f370')",Metamitron,Metamitron,C10H10N4O,202.21,
"('ecoinvent-3.4-biosphere', 'fbebc389-bce6-4540-8869-50076139f370')",Metamitron,Metamitron,C10H10N4O,202.21,
"('ecoinvent-3.4-biosphere', 'fdaaef05-0d10-4032-b2e7-85cae3c7bd5c')",Molybdenum,Molybdenum,Mo,95.95,-1.653204348388365e-13
"('ecoinvent-3.4-biosphere', 'fdaaef05-0d10-4032-b2e7-85cae3c7bd5c')",Molybdenum,Molybdenum,Mo,95.95,-1.653204348388365e-13
"('ecoinvent-3.4-biosphere', 'fdaaef05-0d10-4032-b2e7-85cae3c7bd5c')",Molybdenum,Molybdenum,Mo,95.95,-1.653204348388365e-13
"('ecoinvent-3.4-biosphere', 'acbae70a-5450-448f-9038-c403cb496e1a')",Sulfur hexafluoride,Sulfur hexafluoride,F6S,146.06,
"('ecoinvent-3.4-biosphere', 'acbae70a-5450-448f-9038-c403cb496e1a')",Sulfur hexafluoride,Sulfur hexafluoride,F6S,146.06,
"('ecoinvent-3.4-biosphere', 'acbae70a-5450-448f-9038-c403cb496e1a')",Sulfur hexafluoride,Sulfur hexafluoride,F6S,146.06,
"('ecoinvent-3.4-biosphere', 'fba3ef86-de65-4079-868d-8b6438d46092')",Phosphine,Phosphine,H3P,33.998,-0.0
"('ecoinvent-3.4-biosphere', 'fba3ef86-de65-4079-868d-8b6438d46092')",Phosphine,Phosphine,H3P,33.998,-0.0
"('ecoinvent-3.4-biosphere', 'fba3ef86-de65-4079-868d-8b6438d46092')",Phosphine,Phosphine,H3P,33.998,-0.0
"('ecoinvent-3.4-biosphere', '419bd741-384e-41ba-a432-5ad25e006a45')",Methyl borate,Methyl borate,C3H9BO3,103.92,
"('ecoinvent-3.4-biosphere', '419bd741-384e-41ba-a432-5ad25e006a45')",Methyl borate,Methyl borate,C3H9BO3,103.92,
"('ecoinvent-3.4-biosphere', '419bd741-384e-41ba-a432-5ad25e006a45')",Methyl borate,Methyl borate,C3H9BO3,103.92,
"('ecoinvent-3.4-biosphere', 'c89a0749-40a5-4c9c-8770-c4295ea34977')",Phosphorus,Phosphorus,P,30.973762,-1.6973366253890836e-14
"('ecoinvent-3.4-biosphere', 'c89a0749-40a5-4c9c-8770-c4295ea34977')",Phosphorus,Phosphorus,P,30.973762,-1.6973366253890836e-14
"('ecoinvent-3.4-biosphere', 'c89a0749-40a5-4c9c-8770-c4295ea34977')",Phosphorus,Phosphorus,P,30.973762,-1.6973366253890836e-14
"('ecoinvent-3.4-biosphere', '1c0699e2-9be2-4c30-8328-fc0ad8caac58')",Pirimicarb,Pirimicarb,C11H18N4O2,238.29,
"('ecoinvent-3.4-biosphere', '1c0699e2-9be2-4c30-8328-fc0ad8caac58')",Pirimicarb,Pirimicarb,C11H18N4O2,238.29,
"('ecoinvent-3.4-biosphere', '1c0699e2-9be2-4c30-8328-fc0ad8caac58')",Pirimicarb,Pirimicarb,C11H18N4O2,238.29,
